"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","@regression invalid login test with - - pw1234","chromium","2026-06-30","skipped","2026-06-30","","loginpagefix.spec.ts","",""
"","2956","@smoke logout link exist test","chromium","2026-06-30","failed","2026-06-30","","homepagefix.spec.ts","",""
"","1113","@smoke GET -- get a user","chromium","2026-06-30","passed","2026-06-30","","api/users.api.schema.spec.ts","",""
"","335","@smoke GET -- get all users","chromium","2026-06-30","passed","2026-06-30","","api/users.api.schema.spec.ts","",""
"","2768","@regression home page headers exist test","chromium","2026-06-30","failed","2026-06-30","","homepagefix.spec.ts","",""
"","0","@regression invalid login test with - invalid@open.com - wrong123","chromium","2026-06-30","skipped","2026-06-30","","loginpagefix.spec.ts","",""
"","2424","@regression invalid login test with excel data -","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","2338","@smoke comp logo exists on product page","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","1804","@smoke footers exist on product page","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","2537","@smoke intercept and log requests","chromium","2026-06-30","passed","2026-06-30","","api/intercept.spec.ts","",""
"","1","login page title test","chromium","2026-06-30","skipped","2026-06-30","","loginpage.spec.ts","",""
"","1908","@smoke login page title test","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","2063","@regression PUT - update a user","chromium","2026-06-30","passed","2026-06-30","","api/users.api.indi.spec.ts","",""
"","3712","@regression verify product Information/Data","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","0","Update a user test","chromium","2026-06-30","skipped","2026-06-30","","api/users.api.spec.ts","",""
"","0","get user test","chromium","2026-06-30","skipped","2026-06-30","","api/users.api.spec.ts","",""
"","2385","invalid login test with JSON data - pwbatchtest@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","2160","@smoke comp logo exists on product page","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","1940","@smoke comp logo exists on product page","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","1929","@regression POST - create a user","chromium","2026-06-30","passed","2026-06-30","","api/users.api.indi.spec.ts","",""
"","386","@regression GET API -- get all users","chromium","2026-06-30","passed","2026-06-30","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","259","@@regression mock search data api","chromium","2026-06-30","passed","2026-06-30","","api/intercept.spec.ts","",""
"","2220","@smoke footers exist on product page","chromium","2026-06-30","passed","2026-06-30","","productpage.spec.ts","",""
"","546","@regression PUT API -- Update a user","chromium","2026-06-30","passed","2026-06-30","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","1","home page headers exist test @junesprint","chromium","2026-06-30","skipped","2026-06-30","","homepage.spec.ts","",""
"","3","mock search page with fake HTML","chromium","2026-06-30","skipped","2026-06-30","","api/intercept.spec.ts","",""
"","2272","@smoke footers exist on product page","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","0","@regression verify search results count - macbook - MacBook Pro","chromium","2026-06-30","skipped","2026-06-30","","search.spec.ts","",""
"","3557","@regression verify user is able to land on the product page - macbook - MacBook Air","chromium","2026-06-30","passed","2026-06-30","","search.spec.ts","",""
"","1647","@regression DELETE - delete a user","chromium","2026-06-30","passed","2026-06-30","","api/users.api.indi.spec.ts","",""
"","2602","@regression invalid login test with excel data - abccc@gmail.com","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","1035","@regression GET -- get location data","chromium","2026-06-30","passed","2026-06-30","","api/amadeus.oauth2.spec.ts","",""
"","0","logout link exist test","chromium","2026-06-30","skipped","2026-06-30","","homepage.spec.ts","",""
"","2431","invalid login test with JSON data - invalid@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","2058","@regression forgot pwd link exist test","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
"","2447","invalid login test with JSON data - wrong@open.com","chromium","2026-06-30","passed","2026-06-30","","loginpagefix.spec.ts","",""
