"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2332","@regression invalid login test with excel data - pwbatchtest@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","0","@regression verify search results count - macbook - MacBook Air","chromium","2026-07-01","skipped","2026-07-01","","search.spec.ts","",""
"","2538","@regression home page headers exist test","chromium","2026-07-01","passed","2026-07-01","","homepagefix.spec.ts","",""
"","1898","@smoke footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","0","create a user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","1702","@regression forgot pwd link exist test","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","1442","@regression PUT API -- Update a user","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","0","Update a user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","0","home page headers exist test @junesprint","chromium","2026-07-01","skipped","2026-07-01","","homepage.spec.ts","",""
"","1904","@smoke comp logo exists on product page","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","1","login page title test","chromium","2026-07-01","skipped","2026-07-01","","loginpage.spec.ts","",""
"","2893","@regression POST API -- create a user","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","0","get user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","2352","@regression invalid login test with excel data -","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","2685","@smoke comp logo exists on product page","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","2395","invalid login test with JSON data - invalid@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","0","logout link exist test","chromium","2026-07-01","skipped","2026-07-01","","homepage.spec.ts","",""
"","3877","@regression verify user is able to land on the product page - imac - iMac","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","1870","@smoke login page title test","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","0","@regression invalid login test with - pwtestbatch@open.com -","chromium","2026-07-01","skipped","2026-07-01","","loginpagefix.spec.ts","",""
"","2","mock search page with fake HTML","chromium","2026-07-01","skipped","2026-07-01","","api/intercept.spec.ts","",""
"","2027","@regression DELETE - delete a user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.indi.spec.ts","",""
"","2575","@smoke footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","1966","@regression POST - create a user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.indi.spec.ts","",""
"","3158","@regression login to app using wrong credentials with Data driven test","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","2279","invalid login test with JSON data - pwbatchtest@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","2315","invalid login test with JSON data - wrong@open.com","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
